index,name,url_token,headline,follower_count,gender,answer_count,sideItem
1521,北辰青年,bei-chen-qing-nian-84,公众号「北辰青年未来大学」，致力于青年人成长,7499,-1,98,已认证的官方帐号
1522,李小卿的小号,FOCAL-POINT,电影/音乐/戏剧/表演/留学/制作,24923,0,636,道奇电影学院 电影制作硕士
1523,吴思涵,wu-si-han-47,知识星球「真知拙见」,135562,1,849,Ludwig 癌症研究所 博士后
1524,卞卡,198Q,已经不在知乎,210785,1,72,0
1525,fifizoo,fei-fei-25-55,已婚  和猫,7605,1,30,0
1526,刺猬体验 可达鸭,ci-wei-ti-yan,一起义工旅行吧~,14685,0,88,北京大学 工商管理硕士
1527,知乎日报,zhi-hu-ri-bao-51-41,带你正确地逛知乎,14252148,-1,3,已认证的官方帐号
1528,张小菁,zhang-xiao-jing-41-63,活着的,6378,-1,145,0
1529,北辰,bei-chen-9521,桃李春风一杯酒，江湖夜雨十年灯。,11920,1,47,平方创想教育科技(北京)有限公司 运营专员
1530,土巴兔装修家居,tu-ba-tu-86-49,让居住更美好 | 装修就上土巴兔,18270,-1,557,已认证的官方帐号
1531,永烨教育,yong-ye-jiao-yu,,83,-1,95,已认证的官方帐号
1532,知乎小管家,zhihuadmin,超厉害！顺便招运营人才和其他各类人才。,328390,1,69,知乎 官方帐号
1533,知一声,verycool,能文能武，懂一点产品，懂一点技术，非常了解知乎产品功能。,98355,0,5,知乎 官方帐号
1534,熊仔,fei-nan-68,编辑|一篇文章卖出1800套口红|好物推荐官,10351,0,34,0
1535,旅行小管家,lucyttt,攻略小能手，旅行小管家，发射爱与自由的电波~~~,16,0,0,0
1536,刘看山,liu-kan-shan-78,知乎吉祥物，带你发现更有趣的知乎,8137520,1,78,北极狐，知乎全职吉祥物
1537,知乎旅行,zhi-hu-lu-xing-96,玩转世界的另一种视角,78069,-1,1,已认证的官方帐号
1538,穷游网,qiong-you-wang-46,对世界上瘾,135932,-1,90,已认证的官方帐号
1539,Airbnb爱彼迎,airbnb-58,与爱彼迎一起出发，创造一个身在何方都心有归属的世界。,209037,-1,45,已认证的官方帐号
1540,搜狐新闻,sou-hu-xin-wen-59,守护独立思考的能力,483,-1,23,已认证的官方帐号
1541,小梵老师,wai-xing-ren-fan-gao,央美毕业的职场妈妈。微信ID：17392862976,21143,0,228,0
1542,胭脂泪,yan-zhi-lei-74,教书匠,1210,0,132,0
1543,周风云,fongwanchau,出生在智利的华裔医生，一名爸爸。我常写有关医学与教育的文章。,524,1,2,Universidad Privada del Valle 医学博士
1544,李点点,dian-dian-jia-de-tu-xiao-dou,漫画作者,1668,-1,13,0
1545,机哥说,jigetalk,爱钻研的奶爸，smzdm生活家（公众号：jigetalk）,2675,1,57,0
1546,朴世禺,piao-shi-yu,600年老社区里干物业的,95044,1,133,故宫博物院 古建部工程师
1547,木樨,mu-xi-2-18,职场妈妈，亲子阅读、纯母乳喂养践行者,272,0,57,0
1548,言语治疗师Siyang,sunsiyang,英国注册言语语言治疗师，皇家言语治疗师学院会员,29575,1,23,言语语言病理学家
1549,史蒂文,stevenjiang,物流包装方案从业者。摩羯座、理工男。喜好摄影、旅游。,404,1,4,0
1550,刘权,liu-quan-4-29-33,大学教师。身为父母，肩负责任， 教育孩子，完善自己。,262,1,76,暨南大学 教师
1551,Chadel,jiang-ling-hua,,470,0,30,0
1552,张慧娟,juan-er-viola,9岁孩子的妈妈 / 高校艺术类教师,4028,0,32,0
1553,羽言,yu-yan-18-11,儿童专注力指导师、儿童先天气质指导师、感觉统合指导师,345,1,24,0
1554,鸭鸭麻麻,ya-ya-92-20-4,我是立妈，1年亲子共读600本纯英绘本,3389,0,17,0
1555,扇折风息,shan-zhe-feng-xi,千人千面，求同存异。,11937,0,120,0
1556,李芳,li-fang-94-80-34,儿童和青少年问题解读者，心理咨询师，无分别爱的践行者和推广者,3771,0,49,0
1557,莱莱,lai-lai-97-31,其实我是个小姐姐,252,0,4,0
1558,知其不然,song-qian-wei-30,可能是知乎最笨的爸爸。,547,1,94,0
1559,妖怪无脸男,justonetime,两宝全职妈妈的育儿之路和鸡毛蒜皮,1538,0,200,北京交通大学 工商管理硕士
1560,沁书悦读,qin-shu-yue-du-10,因为，我真的很喜欢读书啊！,1234,-1,143,已认证的官方帐号
1561,知乎法律,zhi-hu-fa-lu,与你一起读懂这个世界的规则~,601,-1,0,已认证的官方帐号
1562,知乎旅行,zhi-hu-lu-xing-96,玩转世界的另一种视角,78069,-1,1,已认证的官方帐号
1563,许知远,tai-yang-de-yang-zi,,281,1,1,作家、出版人，代表作《青年变革者：梁启超1873-1898》《游荡集》
1564,知乎雅思,zhi-hu-ya-si,每日一问：今天背单词了吗？ ,1807,-1,11,已认证的官方帐号
1565,知乎考研,zhi-hu-kao-yan,考研路上，看看知乎,14841,-1,40,已认证的官方帐号
1566,留德华叫兽,ruobingshen,德国无人驾驶研发工程师，美国运筹学硕博，海德堡大学AI博士。,87964,1,524,海德堡大学 交叉学科计算中心离散与组合优化实验室研究员
1567,7号黑炭,dv7forever,"环境保护与可持续发展
哥伦比亚大学博士在读 (工学院)",8,1,0,0
1568,白白白,bai-bai-bai-48-95,,3,-1,0,上海电影股份有限公司影视发行分公司 营销主管
1569,知识库,zhi-shi-ku-21-42,看事实、讲客观、做专业,84163,-1,6,知乎 官方帐号
1570,何凯文,zhong-guo-zhe-die,文都考研英语首席主讲名师,195,1,0,文都教育 考研英语首席主讲名师
1571,feby,dai-bin-87-44,it is a good day to die,7575,1,95,0
1572,竹间月,zhu-jian-yue-44,大学老师，关注科研，爱好广泛,1621,1,13,上海大学 教师
1573,HR-Henry陈恒,chen-xiao-heng-95,人力资源/数据分析/劳动法小法师,116451,1,250,优秀回答者
1574,上将潘凤,frank_lampard,野鸡大学/夕阳专业/永久脑损伤,16647,1,72,0
1575,叶老师,xie-sheng-huang-70,高级教师,4786,1,29,0
1576,光明日报,guang-ming-ri-bao-99,思想品格 人文情怀,486405,-1,173,已认证的官方帐号
1577,雷空桑,leichang,互联网HR，不接简历辅导，看我答案够你用了,18157,1,153,搜狐畅游 校招主管
1578,Patrick Zhang,patrick-zhang-3,电气工程师 | 微博@老帕聊电气,413550,1,1892,优秀回答者
1579,Mushroobby,cui-bobby,个人同名公众号：Mushroobby,32207,1,66,香港友邦保险公司 保险代理人
1580,刘元,liulaohei,营销 | 旅行 | 公众号：出发大厅,30083,1,191,0
1581,最高人民检察院,zui-gao-ren-min-jian-cha-yuan,,100001,-1,0,已认证的官方帐号
1582,小火,firey,,456,1,105,0
1583,毛毛,wang-wen-yang,skydiver,10079,1,26,0
1584,中国消防,zhong-guo-xiao-fang-96,,72280,-1,3,已认证的官方帐号
1585,我是白,wo-shi-bai,,373,1,0,0
1586,李睿,hepes,一个码代码的，失败的人,4144,1,21,0
1587,胡晓波,hu-xiao-bo-1025,各种理性谈论（吐槽）护肤品。公众号和微博：配方师Rex。,160397,1,772,复旦大学 微生物学硕士
1588,小直同学,xiao-zhi-tong-xue-88-53,,1786,-1,1,已认证的官方帐号
1589,地道风物,di-dao-feng-wu,行走的风物百科，发现每寸土地的不一样。,6045,1,119,0
1590,英雄联盟,ying-xiong-lian-meng-56-33,欢迎来到英雄联盟。,175125,-1,132,已认证的官方帐号
1591,子乾,Dr.ziqian,兴趣使然,89601,1,135,理论物理学博士在读
1592,张个个,gegezhang0416,serendipity | 动手爱好者,29879,0,59,0
1593,Ivony,Ivony,大隐隐知乎,133862,1,4615,优秀回答者
1594,王怡蕊,wang-yi-rui-57,微信号：ChangePath家庭心理；澳大利亚心理学博士,485121,0,117,昆士兰大学 临床心理学博士
1595,Ven,blueven,微信公众号：拆盒网,4639,1,136,0
1596,陈涤,chen-di-19-39,手工高定皮具师,154044,1,391,哈尔滨理工大学 教师
1597,支付宝,zhi-fu-bao-72-4,知托付,265535,-1,245,已认证的官方帐号
1598,覃宇辉,IMauriceQ,提供远程心理咨询/宾夕法尼亚大学教育心理学硕士,224516,1,117,宾夕法尼亚大学 教育学硕士
1599,维克多刺猬,wei-ke-duo-ci-wei,公众号：ciweideci123,4960,1,92,0
1600,小熊伊万,xiao-xiong-yi-mo,关于好吃的，我有伊万个为什么,7162,-1,31,已认证的官方帐号
1601,老爸评测,lao-ba-ping-ce,一群不安分的实验室检测工程师,529538,-1,320,已认证的官方帐号
1602,高乐,gao-le-37-79,,110,-1,0,宝马集团 大中华区总裁兼首席执行官
1603,知乎科学,zhi-hu-ke-xue,来知乎，看科学多热闹,752829,-1,2,已认证的官方帐号
1604,狐吃狐玩,hu-chi-hu-wan,,513,-1,31,已认证的官方帐号
1605,旅行小管家,lucyttt,攻略小能手，旅行小管家，发射爱与自由的电波~~~,16,0,0,0
1606,董十一,dyun,别平庸,3792,1,12,0
1607,周源,zhouyuan,知乎 001 号员工,981389,1,350,知乎 创始人 & CEO
1608,知乎旅行,zhi-hu-lu-xing-96,玩转世界的另一种视角,78069,-1,1,已认证的官方帐号
1609,无往,wuwang,内向小瘦子,162066,1,85,优秀回答者
1610,知乎好物推荐,zhi-hu-hao-wu-tui-jian,帮助知友买到心仪好物,187660,-1,0,已认证的官方帐号
1611,扇贝,shan-bei-wang-99,了解下我嘛—微信号shanbay17,12398,-1,75,已认证的官方帐号
1612,hua xia,hua-xia-78-67,广告从业者,426,1,219,0
1613,曹孟德斯鸠,saintmz,脱发/焦虑/爱吵架/还吵不赢,93460,1,200,0
1614,国家大剧院,guo-jia-da-ju-yuan-37,艺术改变生活,1708,-1,3,已认证的官方帐号
1615,无盐,wu-yan-18-14-57,有时什么也不想说，有时忘了怎么说,558,0,47,0
1616,文小姐,wen-xiao-jie-63-32,,6,-1,3,0
1617,徐瀚,zhang-lao-shi-33-27,小雨伞保险首席金融官，公众号【小雨伞保险】,10135,1,154,小雨伞保险经纪有限公司 执行董事
1618,同程艺龙,tong-cheng-yi-long-77,出行，从同程艺龙开始,487,-1,19,已认证的官方帐号
1619,王若晨,hai-bing-gan-67,人生体验探索者 、服装设计师,22,0,1,0
1620,蚂蚁社保CEO,ma-yi-she-bao,,5042,1,411,上海蚁众企业管理咨询有限公司 首席人力资源专家
1621,亚历山大Xu,xu-samson,,9017,1,28,0
1622,知乎雅思,zhi-hu-ya-si,每日一问：今天背单词了吗？ ,1807,-1,11,已认证的官方帐号
1623,curious mouse,dai-chang-hao-85,一只贱萌科研狗,1503,1,100,大阪大学 化学博士在读
1624,林月半,xiao-hui-hui-48-32,知不道小姐,768,0,32,南京大学 新闻与传播学硕士
1625,要吃可爱多嘛,xiao-ren-wu-93-70,蠢萌医学生/外向且孤独,1832,1,27,0
1626,pette,pette-60,工程师,719,1,18,0
1627,刘看山,liu-kan-shan-78,知乎吉祥物，带你发现更有趣的知乎,8137529,1,78,北极狐，知乎全职吉祥物
1628,NCC-73811,chen-zi-peng-46,反射弧巨长，私信不回见谅,25046,1,254,优秀回答者
1629,知乎视频,zhi-hu-shi-pin,看见、记录、分享更大的世界。,4628,-1,0,已认证的官方帐号
1630,知一声,verycool,能文能武，懂一点产品，懂一点技术，非常了解知乎产品功能。,98355,0,5,知乎 官方帐号
1631,知乎旅行,zhi-hu-lu-xing-96,玩转世界的另一种视角,78069,-1,1,已认证的官方帐号
1632,寂寂若离,liu-gan-79-78,朗朗天地，浩浩乾坤,137999,1,890,暨南大学 工商管理硕士
1633,松鼠会Sheldon,song-shu-hui-sheldon,理论物理学博士，科普作家，科学漫画创作者,27722,1,24,0
1634,欧阳海龙,ou-yang-hai-long,生物学&amp;生态学。不抖，不编。,69556,1,179,中国科学院大学 水生生物学博士
1635,男爵兔,nan-jue-tu,阿拉伯/斯瓦希里/民谣作词/阅读/宗教/东方文化/相声,18375,0,363,北京大学 亚非语言文学硕士
1636,Samonwise,ding-gerald,努力写出名堂。#约稿约课微信Samonwise,4016,1,24,斯坦福大学 比较文学博士在读
1637,Verix,lin-hong-xian-11,会开飞机/会射箭/彩六干员/骑行爱好者/撸猫成瘾,256,1,41,0
1638,英语杂货铺,ting-yuan-shen-shen-shen-ji-xu-70,南京师范大学英语系博士(语言学/CDA),9500,1,191,南京师范大学 英语语言文学博士在读
1639,Sillycat笨猫,yang-yong-xin-94,山水之乐，得之心而寓之酒也。,1329,0,57,0
1640,Tequila,wang-yi-jing-66-10,坚韧 静默,2446,1,10,0
1641,知乎旅行,zhi-hu-lu-xing-96,玩转世界的另一种视角,78069,-1,1,已认证的官方帐号
1642,张亮,imike,Win,874905,1,1513,知乎 联合创始人
1643,带三个表,wangxiaofeng,没帮助，气死你。,318174,1,2323,0
1644,Wayne Zhang,waynezhang,Auditing / Marketing,54533,1,88,优秀回答者
1645,插门胡的小背心,cha-men-hu-de-xiao-bei-xin,虚伪让人难受，犀利让人受不了。,160632,0,0,0
1646,关雅荻,guanyadi,电影制片人，新片场电影认知课程【雅荻学堂】主讲人,390012,1,640,北京很有勇气文化传媒有限公司 法定代表人
1647,李梓铭,liziming_simon,悦见教育CEO,353,1,2,0
1648,苏成都,suchengdu,The beholder&#39;s eye.,701,1,8,0
1649,封楚诚,fengchucheng,Political risk analytics 政治风险分析，关注新兴市场,872,1,7,0
1650,彭萦,yingpeng332,ZeeTea CEO | 创业者 | 撰稿人 | 性格分析师,13013,0,1,Zee Tea CEO
1651,尹珊珊,girlvia,形而上，最多退让到现象学，辩证无能谢谢。,13560,-1,100,0
1652,aahhh双双,aahhhshuang-shuang,谈天的人很多 谈心的不多,7,0,0,0
1653,张凌逸,zhang-ling-yi-22,爱LEGO/Schleich的证券分析师会偶尔拍短片,30,1,10,0
1654,白夜,baiyebaiye,要走到更远的地方去,17,0,6,0
1655,张彤彤,zhang-tong-tong-7, flower child ,14,0,0,0
1656,抽风手戴老湿,chou-feng-shou-dai-lao-shi,业余法学家，职业扯淡家,2832,1,21,0
1657,周曦垚,zhou-xi-yao,,4,1,1,0
1658,雷蒙德,609874926,啥都搞搞。。,142,1,8,0
1659,猫力,mao-li-60-56,Let the world change you... and you can change the world. 工作联系：Joyce.hong@zh-brand.com,19771,0,0,0
1660,知一声,verycool,能文能武，懂一点产品，懂一点技术，非常了解知乎产品功能。,98355,0,5,知乎 官方帐号
1661,铲屎官与便利店,jia-you-bian-li-dian,猫狗双全,4114,0,229,荷兰瓦赫宁恩大学 食品质量管理硕士
1662,菲利普医生,fu-shi-bo,外科/射箭/185/尺八/笛子/猫奴,201071,1,353,上海交通大学 外科学博士
1663,有喵青年,you-miao-qing-nian,关注有喵青年公众号，每天吸高质量喵片,3168,1,77,0
1664,铃铛宠物,ling-dang-chong-wu,让养宠更简单更快乐,272,-1,45,已认证的官方帐号
1665,黄友善,zhi-zu-69-12,美短一家人,5725,0,152,0
1666,王梦宇,wangmengyuinzhihu,前乎员工，晒猫小号,6735,0,56,0
1667,王里正,wang-li-zheng-74,云撸猫吗！我超甜！,2337,0,44,0
1668,温鸦,wen-ni-80-27,我有一大碗丰盛的猫(｡･ω･｡)ﾉ♡,22317,1,403,0
1669,小直同学,xiao-zhi-tong-xue-88-53,,1786,-1,1,已认证的官方帐号
1670,知乎科学,zhi-hu-ke-xue,来知乎，看科学多热闹,752830,-1,2,已认证的官方帐号
1671,猫无忧,maowuy,亲答猫病和饮食问题，专注养猫知识科普,18999,1,381,0
1672,猫研所,mao-yan-suo-2,猫咪知识精准科普平台,36733,-1,223,已认证的官方帐号
1673,大橘很重,lu-xian-xian-xiao-jie,微博:大橘很重_  养猪专业户,11684,0,81,0
1674,Jacob贾超,jia-chao-51,好看的皮囊 有趣的灵魂 我一样都没有,70076,1,335,优秀回答者
1675,苏澄宇,su-cheng-yu,动物科学 / 动物营养 / 冷门问题收割者,211923,1,286,动物科学学院硕士
1676,如茜,xi-ru-qian,宠物疾病咨询请走值乎或者微信xiruqian,37639,0,1512,0
1677,哮天他妈,xiao-tian-ta-ma-94,三代家传铲屎官，兼宠物医院老板娘,2271,0,132,0
1678,知乎问题商店,zhihu_question_shop,让你的问题更有价值,8957,1,0,知乎 官方帐号
1679,与人为善,scorpioseer,出柜/曾带宠物开房车环游过中国/文博控/兴趣广泛/特长很多,44750,1,446,0
1680,知乎旅行,zhi-hu-lu-xing-96,玩转世界的另一种视角,78069,-1,1,已认证的官方帐号
1681,马力,mali,知群是培养TOP10%产品经理和设计师的教育社群,677721,1,1476,「最美应用」&「最美有物」 创始人
1682,闪米特,SemitLee,全球十大探险家,268384,1,255,优秀回答者
1683,徐斌,xubinlvshi,房产律师，《千万别说你懂买房》作者，法硕实践导师,368563,1,1301,上海秦兵律师事务所 主任律师
1684,沈夏冰,shen-xia-bing,营养师终究会获得社会的认可,44333,1,125,0
1685,朴世禺,piao-shi-yu,600年老社区里干物业的,95044,1,133,故宫博物院 古建部工程师
1686,FieryTiger,fierytiger,可爱又迷人的反派角色,145309,0,109,0
1687,Cecilia,ceciliacat,前科研从业者/积极教养/正面管教注册讲师/家有两娃,316425,0,531,优秀回答者
1688,翘囤奶爸,kao-la-70-73,带娃主力，女儿奴，央企总部英语高翻,47670,1,332,北京航空航天大学 英语笔译硕士
1689,Dr.X,bu-wu-zheng-ye-de-wai-ke-yi-sheng,医学博士、外科医生、知乎签约作者,150186,1,594,华中科技大学附属同济医学院 外科学博士
1690,郑金条,zhengjintiao,Mobile Strategy Game Creator,176864,1,639,优秀回答者
1691,知乎盐沙龙,yan-sha-long,让世界有味道,68899,-1,5,知乎 官方帐号
1692,知乎科学,zhi-hu-ke-xue,来知乎，看科学多热闹,752830,-1,2,已认证的官方帐号
1693,空白白白白,jiafeimao,不接任何商业合作，公众号：空白女侠,292863,0,159,优秀回答者
1694,一直喝稀饭,yi-zhi-he-xi-fan,你可以当我是打杂的,47690,1,515,南京工业大学 企业管理硕士
1695,太2真人,taierzhenren,HR,5237,0,176,0
1696,夜猫学姐HR,he-lu-lu-10-68,求职就业叮当猫，深夜写稿小姐姐。,18195,0,104,0
1697,知乎求职,zhao-pin-xiao-zhu-shou-59,聚集一线互联网公司优质职位，分享知乎优秀回答者的职场干货,5973,-1,12,已认证的官方帐号
1698,王宇HR,zhihu-wyu,欢迎邀请回答职场&amp;管理问题、付费咨询及各类商务合作,28762,1,121,中国人民大学 人力资源管理专业硕士在读
1699,陈大可,chen-qi-69-43-69,育儿快乐成长，职场全力以赴，10年德系汽车营销经验,69409,0,325,0
